noun	verb
loaner	loan
loather	loathe
loathing	loathe
lobbyist	lobby
locale	localise
locale	localize
localisation	localise
localisation	localize
localisation	locate
localization	localise
localization	localize
localization	locate
locater	locate
locating	localise
locating	localize
locating	locate
location	localise
location	localize
location	locate
locator	locate
lockage	lock
lock chamber	lock
locker	lock
locking	lock
locking	lock away
locking	lock in
locking	lock up
lockout	lock out
lockup	lock
lockup	lock away
lockup	lock in
lockup	lock up
locomotion	locomote
lodgement	lodge
lodger	lodge
lodging	lodge
lodgings	lodge
lodgment	lodge
logrolling	logroll
loiterer	loiter
longer	long
longing	long
looker	look
looker	look on
looking	look
looking at	look
lookout	look out
lookout man	look out
lookout station	look out
loop-the-loop	loop
loosening	loose
loosening	loosen
looter	loot
looting	loot
loser	lose
lounger	lounge
love life	love
lovemaking	love
lover	love
lower berth	lower
lowering	lower
lubricant	lubricate
lubricating substance	lubricate
lubrication	lubricate
lubricator	lubricate
lucubration	lucubrate
lumberjack	lumber
lumberman	lumber
luminescence	luminesce
lumper	lump
luncheon	lunch
luncher	lunch
lunching	lunch
lunger	lunge
lurker	lurk
lustfulness	lust
lustrum	lustrate
luxation	luxate
luxuriation	luxuriate
luxuriousness	luxuriate
luxury	luxuriate
lynching	lynch
lyophilisation	lyophilise
lyophilisation	lyophilize
lyophilization	lyophilise
lyophilization	lyophilize
lysogenisation	lysogenize
lysogenization	lysogenize
macadam	macadamise
macadam	macadamize
maceration	macerate
machicolation	machicolate
machination	machinate
machinator	machinate
machine gun	machine gun
machinery	machine
machinist	machine
macula	maculate
maculation	maculate
macule	maculate
magnet	magnetise
magnet	magnetize
magnetic induction	magnetise
magnetic induction	magnetize
magnetisation	magnetise
magnetisation	magnetize
magnetization	magnetise
magnetization	magnetize
magnification	magnify
magnifier	magnify
magnitude	magnify
mailer	mail
mailing	mail
mail service	mail
maimer	maim
maintainer	maintain
maintenance	maintain
make-believe	make
make-believe	make believe
makeover	make over
make-peace	make peace
maker	make
makeup	make
makeup	make up
make-up	make
make-up	make up
makeweight	make full
malediction	maledict
maligner	malign
malignment	malign
malingerer	malinger
malingering	malinger
malnourishment	malnourish
malted	malt
malted milk	malt
malt liquor	malt
maltreater	maltreat
maltreatment	maltreat
malversation	malversate
management	manage
manager	manage
managing director	manage
mandatary	mandate
mandator	mandate
mandatory	mandate
manduction	manducate
maneuverer	maneuver
mangler	mangle
manicurist	manicure
manifestation	manifest
manifold paper	manifold
manipulation	manipulate
manipulator	manipulate
manoeuvre	manoeuver
manoeuvrer	manoeuver
manoeuvrer	manoeuvre
manufacturer	manufacture
manufacturing	manufacture
manufacturing business	manufacture
manumission	manumit
manumitter	manumit
marauder	maraud
marble	marbleise
marble	marbleize
marbleisation	marbleise
marbleisation	marbleize
marbleising	marbleise
marbleising	marbleize
marbleization	marbleise
marbleization	marbleize
marbleizing	marbleise
marbleizing	marbleize
marcher	march
marching	march
marchland	march
marginalisation	marginalise
marginalisation	marginalize
marginalization	marginalise
marginalization	marginalize
marinade	marinate
marker	mark
marketer	market
marketing	market
marketplace	market
market place	market
marking	mark
markup	mark up
marriage	marry
marriage ceremony	marry
married	marry
marshall	marshal
martyr	martyrise
martyr	martyrize
marveller	marvel
masculinisation	masculinise
masculinisation	masculinize
masculinization	masculinise
masculinization	masculinize
masher	mash
masker	mask
masking	mask
masque	masquerade
masquer	masquerade
masquerade costume	masquerade
masquerade party	masquerade
masquerader	masquerade
massager	massage
mass murder	massacre
mastering	master
mastery	master
mastication	masticate
masturbation	masturbate
masturbator	masturbate
matcher	match
matchmaker	match
materialisation	materialise
materialisation	materialize
materialization	materialise
materialization	materialize
mates	mate
matric	matriculate
matriculation	matriculate
matt	matte
matt	matte up
matt	matt-up
matte	matte up
matte	matt-up
matting	matte
matting	matte up
matting	matt-up
maturation	maturate
maturation	mature
maturement	maturate
maturement	mature
mauler	maul
maximation	maximise
maximation	maximize
maximisation	maximise
maximisation	maximize
maximization	maximise
maximization	maximize
maximum	maximise
maximum	maximize
meaning	mean
measure	measure out
measurement	measure
measurement	measure out
measurer	measure
measurer	measure out
measuring	measure
measuring	measure out
measuring rod	measure
measuring rod	measure out
measuring stick	measure
measuring stick	measure out
mechanisation	mechanise
mechanisation	mechanize
mechanization	mechanise
mechanization	mechanize
meddler	meddle
meddling	meddle
mediation	mediate
mediator	mediate
medical specialty	medicate
medical specialty	medicine
medicament	medicate
medicament	medicine
medication	medicate
medication	medicine
medicinal drug	medicate
medicinal drug	medicine
medicine	medicate
meditation	meditate
meeter	meet
meeting	meet
melanin	melanise
melanin	melanize
melioration	meliorate
mellowing	mellow
mellowing	mellow out
melodic line	melodise
melodic line	melodize
melodic phrase	melodise
melodic phrase	melodize
melody	melodise
melody	melodize
melt	melt down
melter	melt
melting	melt
melting	melt down
memorial	memorialise
memorial	memorialize
memorialisation	memorialise
memorialisation	memorialize
memorialization	memorialise
memorialization	memorialize
memorisation	memorise
memorisation	memorize
memoriser	memorise
memoriser	memorize
memorization	memorise
memorization	memorize
memorizer	memorise
memorizer	memorize
memory	memorise
memory	memorize
mender	mend
mending	mend
menses	menstruate
menstruation	menstruate
menstruum	menstruate
mensuration	mensurate
mentioner	mention
mercer	mercerise
mercer	mercerize
merchandiser	merchandise
merchandising	merchandise
merchant	merchandise
merger	merge
merging	merge
meritoriousness	merit
meshing	mesh
meshwork	mesh
mesmer	mesmerise
mesmer	mesmerize
mesmerist	mesmerise
mesmerist	mesmerize
mesmerizer	mesmerise
mesmerizer	mesmerize
mess	mess up
mess hall	mess
messiness	mess
messiness	mess up
mess-up	mess up
metabolic process	metabolise
metabolic process	metabolize
metabolism	metabolise
metabolism	metabolize
metallic element	metal
metamorphosis	metamorphose
metastasis	metastasise
metastasis	metastasize
metrication	metricate
metrication	metricise
metrication	metricize
metrication	metrify
metrification	metricate
metrification	metricise
metrification	metricize
metrification	metrify
miaou	miaow
miaow	miaou
microwave	micro-cook
microwave oven	micro-cook
microwave oven	microwave
micturition	micturate
migrant	migrate
migration	migrate
migrator	migrate
militarisation	militarise
militarisation	militarize
militarization	militarise
militarization	militarize
military	militarise
military	militarize
military machine	militarise
military machine	militarize
milling	mill
milling machinery	mill
mimeo	mimeograph
mimeograph	mimeo
mimeograph machine	mimeo
mimeograph machine	mimeograph
mimer	mime
mimicker	mimic
mincer	mince
mincing machine	mince
minelaying	mine
miner	mine
mineworker	mine
mingling	mingle
miniature	miniaturise
miniature	miniaturize
miniaturisation	miniaturise
miniaturisation	miniaturize
miniaturization	miniaturise
miniaturization	miniaturize
minimisation	minimise
minimisation	minimize
minimization	minimise
minimization	minimize
minimum	minimise
minimum	minimize
minister of religion	minister
ministrant	minister
ministration	minister
minium	miniate
mintage	mint
minter	mint
misalignment	misalign
misalliance	misally
misapplication	misapply
misapplication	misappropriate
misapprehension	misapprehend
misappropriation	misappropriate
misbehavior	misbehave
misbehaviour	misbehave
misbeliever	misbelieve
miscalculation	miscalculate
miscarriage	miscarry
miscegenation	miscegenate
misconception	misconceive
misconception	misconstrue
misconstrual	misconceive
misconstrual	misconstrue
misconstruction	misconceive
misconstruction	misconstrue
miscreation	miscreate
misdating	misdate
misdeed	misdemean
misdirection	misdirect
misestimation	misestimate
misgiving	misgive
misgovernment	misgovern
misinformation	misinform
misinterpretation	misidentify
misinterpretation	misinterpret
misleader	mislead
mismanagement	mismanage
misplacement	misplace
mispronunciation	mispronounce
misquotation	misquote
misreading	misread
misrepresentation	misrepresent
misspelling	misspell
misstatement	misstate
mist	mist over
mistaking	mistake
mistiming	mistime
mistranslation	mistranslate
mistreatment	mistreat
misunderstanding	misunderstand
miter joint	miter
mitigation	mitigate
moaner	moan
mobilisation	mobilise
mobilisation	mobilize
mobilization	mobilise
mobilization	mobilize
mocker	mock
mockery	mock
modeler	model
modeling	model
modeller	model
modelling	model
moderateness	moderate
moderation	moderate
moderator	moderate
modernisation	modernise
modernisation	modernize
modernization	modernise
modernization	modernize
modification	modify
modifier	modify
modulation	modulate
moistener	moisten
moistening	moisten
moisture	moisten
moisture	moisturise
moisture	moisturize
molding	mold
molestation	molest
mollification	mollify
mollycoddler	mollycoddle
molter	molt
molting	molt
monetisation	monetise
monetisation	monetize
monetization	monetise
monetization	monetize
mongrel	mongrelise
mongrel	mongrelize
monition	monish
monitor	monish
monitoring	monitor
monologue	monologuise
monologue	monologuize
monopolisation	monopolise
monopolisation	monopolize
monopoliser	monopolise
monopoliser	monopolize
monopolist	monopolise
monopolist	monopolize
monopolization	monopolise
monopolization	monopolize
monopolizer	monopolise
monopolizer	monopolize
monopoly	monopolise
monopoly	monopolize
moocher	mooch
moonlighter	moonlight
moonshiner	moonshine
moorage	moor
mooring	moor
mooring line	moor
mope	mope around
moralisation	moralise
moralisation	moralize
moralization	moralise
moralization	moralize
moralizing	moralise
moralizing	moralize
mortgagee	mortgage
mortgage holder	mortgage
mortgager	mortgage
mortgagor	mortgage
mortice	mortise
mortification	mortify
mortise	mortice
motivating	motivate
motivation	motivate
motivator	motivate
motive	motivate
motor	motorise
motor	motorize
motorcycle	motorbike
motorcycling	motorbike
motorcycling	motorcycle
motoring	motor
motorisation	motorise
motorisation	motorize
motorist	motor
motorization	motorise
motorization	motorize
mottling	mottle
moulding	mould
moulter	moult
moulting	moult
mount	mount up
mountain climber	mountaineer
mountain climbing	mountaineer
mountaineering	mountaineer
mounter	mount
mounting	mount
mourner	mourn
mourning	mourn
mouthpiece	mouth
movement	move
mover	move
muck	muck up
muckraker	muckrake
muckraking	muckrake
muffler	muffle
muller	mull
muller	mull over
multiplication	multiply
multiplier	multiply
multiplier factor	multiply
mumbler	mumble
mumbling	mumble
mummification	mummify
mummy	mummify
muncher	munch
murderer	murder
murkiness	murk
murmuration	murmur
murmurer	murmur
murmuring	murmur
muscularity	muscle
muser	muse
musher	mush
mussiness	muss
mussitation	mussitate
muster	muster in
mutant	mutate
mutation	mutate
mutilation	mutilate
mutilator	mutilate
mutineer	mutiny
mutterer	mutter
muttering	mutter
muzzler	muzzle
mystery	mystify
mystification	mystify
mystifier	mystify
myth	mythicise
myth	mythicize
myth	mythologise
myth	mythologize
mythologisation	mythicise
mythologisation	mythicize
mythologisation	mythologise
mythologisation	mythologize
mythologization	mythicise
mythologization	mythicize
mythologization	mythologise
mythologization	mythologize
mythology	mythicise
mythology	mythicize
mythology	mythologise
mythology	mythologize
nailer	nail
namer	name
narcotic	narcotise
narcotic	narcotize
narration	narrate
narrative	narrate
narrator	narrate
narrowing	narrow
nasalisation	nasalise
nasalisation	nasalize
nasalization	nasalise
nasalization	nasalize
nationalisation	nationalise
nationalisation	nationalize
nationalization	nationalise
nationalization	nationalize
naturalisation	naturalise
naturalisation	naturalize
naturalization	naturalise
naturalization	naturalize
nausea	nauseate
nauseant	nauseate
navigation	navigate
navigator	navigate
naziism	nazify
nazism	nazify
necessary	necessitate
necessity	necessitate
necker	neck
necking	neck
necrosis	necrose
needer	need
negation	negate
neglecter	neglect
neglectfulness	neglect
negligence	neglect
negotiant	negociate
negotiant	negotiate
negotiation	negociate
negotiation	negotiate
negotiator	negociate
negotiator	negotiate
neighbor	neighbour
neighbour	neighbor
nester	nest
nestle	nest
neutering	neuter
neutralisation	neutralise
neutralisation	neutralize
neutralisation reaction	neutralise
neutralisation reaction	neutralize
neutralization	neutralise
neutralization	neutralize
neutralization reaction	neutralise
neutralization reaction	neutralize
nibbler	nibble
nictation	nictate
nictation	nictitate
nictitation	nictate
nictitation	nictitate
niggler	niggle
nitpicker	nitpick
nitrate	nitrify
nitrate	nitrogenise
nitrate	nitrogenize
nitric acid	nitrate
nitric acid	nitrify
nitrification	nitrify
nitrification	nitrogenise
nitrification	nitrogenize
nitrogen	nitrify
nitrogen	nitrogenise
nitrogen	nitrogenize
nitrous acid	nitrify
nitrous acid	nitrogenise
nitrous acid	nitrogenize
nolle prosequi	nolle pros
nolle prosequi	nolle prosequi
nominating address	nominate
nominating speech	nominate
nomination	nominate
nominator	nominate
normalisation	normalise
normalisation	normalize
normaliser	normalise
normaliser	normalize
normalization	normalise
normalization	normalize
normalizer	normalise
normalizer	normalize
nosher	nosh
notary	notarise
notary	notarize
notary public	notarise
notary public	notarize
notation	notate
notational system	notate
notice	notify
noticer	notice
notification	notify
nourishment	nourish
novation	novate
novelisation	novelise
novelisation	novelize
novelization	novelise
novelization	novelize
nucleus	nucleate
nudger	nudge
nullification	nullify
nullifier	nullify
nullity	nullify
numbering	number
numeral	numerate
numeration	numerate
nursemaid	nurse
nurser	nurse
nursery	nurse
nursing	nurse
nurturance	nurture
nutation	nutate
nutrient	nutrify
nutriment	nutrify
nutrition	nutrify
obfuscation	obfuscate
object	objectify
objectification	objectify
objection	object
objector	object
objurgation	objurgate
obligation	obligate
obligation	oblige
obliger	oblige
obliteration	obliterate
obliterator	obliterate
observance	observe
observation	observe
observer	observe
obsession	obsess
obsolescence	obsolesce
obstinacy	obstinate
obstinance	obstinate
obstipation	obstipate
obstructer	obstruct
obstruction	obstruct
obstructionist	obstruct
obstructor	obstruct
obtainment	obtain
obturator	obturate
obviation	obviate
occlusion	occlude
occultation	occult
occupancy	occupy
occupant	occupy
occupation	occupy
occupier	occupy
occurrence	occur
occurrent	occur
odor	odorize
odour	odourise
offence	offend
offender	offend
offense	offend
offensive activity	offend
offer	offer up
offerer	offer
offering	offer
offering	offer up
offeror	offer
office	officiate
official	officiate
officiant	officiate
officiating	officiate
officiation	officiate
offset printing	offset
ogler	ogle
ooze	ooze out
opacification	opacify
opal	opalise
opal	opalize
opalescence	opalesce
opener	open
opener	open up
opening	open
opening	open up
opening move	open
opening move	open up
operation	operate
operation	operate on
operator	operate
opinion	opine
opponent	oppose
opposer	oppose
opposite	oppose
opposition	oppose
oppression	oppress
oppressor	oppress
opsonisation	opsonize
opsonization	opsonize
optimisation	optimise
optimisation	optimize
optimization	optimise
optimization	optimize
optimum	optimise
optimum	optimize
orator	orate
orbiter	orbit
orchestra	orchestrate
orchestration	orchestrate
orchestrator	orchestrate
ordainer	ordain
orderer	order
ordering	order
order of magnitude	order
ordinance	ordinate
ordination	ordinate
organisation	organise
organisation	organize
organiser	organise
organiser	organize
organization	organise
organization	organize
organizer	organise
organizer	organize
origin	originate
origination	originate
originator	originate
ornamentalist	ornament
ornamentation	ornament
orphanage	orphan
orphanhood	orphan
orphans' asylum	orphan
oscillation	oscillate
osculation	osculate
osculator	osculate
ossification	ossify
ostentation	ostentate
ostracism	ostracise
ostracism	ostracize
ouster	oust
ousting	oust
outcropping	outcrop
outfitter	outfit
outfitting	outfit
outlawry	outlaw
overachievement	overachieve
overacting	overact
overacting	overplay
overappraisal	overestimate
overappraisal	overrate
overappraisal	overvalue
overburden	overcharge
overburden	overload
overcall	overbid
overcapitalisation	overcapitalise
overcapitalisation	overcapitalize
overcapitalization	overcapitalise
overcapitalization	overcapitalize
overcasting	overcast
overcomer	overcome
overcompensation	overcompensate
over-crowding	overcrowd
overeating	overeat
overeating	overgorge
overeating	overindulge
overestimate	overrate
overestimate	overvalue
overestimation	overestimate
overestimation	overrate
overestimation	overvalue
overexertion	overexert
overexploitation	overdrive
overexploitation	overexploit
overexploitation	overuse
overexposure	overexpose
overfeeding	overfeed
overflow	overrun
overheating	overheat
overindulgence	overeat
overindulgence	overgorge
overindulgence	overindulge
overlapping	overlap
overlayer	overlay
overload	overburden
overload	overcharge
overlook	overtop
overpayment	overpay
overpopulation	overpopulate
overproduction	overflow
overproduction	overproduce
overproduction	overrun
overprotection	overprotect
overrating	overestimate
overrating	overrate
overrating	overvalue
overreaction	overreact
overreckoning	overestimate
overreckoning	overrate
overreckoning	overvalue
overrefinement	overrefine
overrefinement	over-refine
overrun	overflow
overrun	overproduce
overseer	oversee
overshielding	overprotect
oversight	oversee
oversimplification	oversimplify
overspill	overflow
overspill	overrun
overstatement	overdraw
overstatement	overstate
overstrain	overextend
overtaking	overhaul
overtaking	overtake
overthrow	overturn
overuse	overdrive
overuse	overexploit
overutilisation	overdrive
overutilisation	overexploit
overutilisation	overuse
overutilization	overdrive
overutilization	overexploit
overutilization	overuse
overvaluation	overestimate
overvaluation	overrate
overvaluation	overvalue
overworking	overwork
ovulation	ovulate
ovule	ovulate
oxidant	oxidate
oxidant	oxidise
oxidant	oxidize
oxidation	oxidate
oxidation	oxidise
oxidation	oxidize
oxide	oxidate
oxide	oxidise
oxide	oxidize
oxidisation	oxidate
oxidisation	oxidise
oxidisation	oxidize
oxidiser	oxidate
oxidiser	oxidise
oxidiser	oxidize
oxidization	oxidate
oxidization	oxidise
oxidization	oxidize
oxidizer	oxidate
oxidizer	oxidise
oxidizer	oxidize
oxidizing agent	oxidate
oxidizing agent	oxidise
oxidizing agent	oxidize
oxygen	oxygenate
oxygen	oxygenise
oxygen	oxygenize
oxygenation	oxygenate
oxygenation	oxygenise
oxygenation	oxygenize
pacemaker	pace
pacer	pace
pacesetter	pace
pacification	pacify
pacifier	pacify
package	pack
packaging	package
packer	pack
packer	package
packet	pack
packet	package
packing	pack
packing	package
packing material	pack
packsack	pack
paddler	paddle
pagan	paganise
pagan	paganize
page number	page
pager	page
pagination	paginate
paging	paginate
painfulness	pain
painful sensation	pain
pain in the ass	pain
pain in the neck	pain
pain sensation	pain
painter	paint
painting	paint
pair	pair off
pairing	pair
pairing	pair off
paleness	pale
palliation	palliate
palliative	palliate
palpation	palpate
palpebra	palpebrate
palpebration	palpebrate
palpitation	palpitate
paltering	palter
pamperer	pamper
pampering	pamper
pandar	pander
panderer	pander
pane	panel
paneling	panel
panelling	panel
panhandler	panhandle
panting	pant
pantomimer	pantomime
pantomimist	pantomime
paperer	paper
paperhanger	paper
paperhanging	paper
papering	paper
parachute jumper	parachute
parachuter	parachute
parachuting	parachute
parachutist	parachute
parader	parade
paragrapher	paragraph
paraphrasis	paraphrase
parceling	parcel
parceling	parcel out
parcellation	parcel
parcelling	parcel
parcelling	parcel out
parcel of land	parcel
pardoner	pardon
parentage	parent
parenthood	parent
parer	pare
pargeting	parget
pargetry	parget
pargetting	parget
parking	park
parking area	park
parking lot	park
parodist	parody
parolee	parole
part	partake
part	partake in
partaker	partake
partaker	partake in
participant	participate
participation	participate
particularisation	particularise
particularisation	particularize
particularization	particularise
particularization	particularize
parting	part
partition	partition off
partitioning	partition
partitioning	partition off
partitionist	partition
partitionist	partition off
passage	pass
passage	pass across
passage	pass on
passage	pass over
passage	pass through
passer	pass
passer	pass by
passerby	pass
passerby	pass by
passer-by	pass
passer-by	pass by
passing	pass
passing	pass away
passing	pass off
passing game	pass
passing play	pass
passport	pass
paster	paste
pasteur	pasteurise
pasteur	pasteurize
pasteurisation	pasteurise
pasteurisation	pasteurize
pasteurization	pasteurise
pasteurization	pasteurize
pasturage	pasture
pastureland	pasture
patch	patch up
patching	patch
patching	patch up
patency	patent
patentee	patent
patent of invention	patent
patina	patinate
patina	patinise
patina	patinize
patroller	patrol
patron	patronage
patron	patronise
patron	patronize
patronage	patronise
patronage	patronize
pauper	pauperise
pauper	pauperize
pauperisation	pauperise
pauperisation	pauperize
pauperism	pauperise
pauperism	pauperize
pauperization	pauperise
pauperization	pauperize
pavement	pave
pealing	peal
pearl diver	pearl
pearler	pearl
pecker	peck
peculation	peculate
peculator	peculate
pedaler	pedal
pedaller	pedal
pedal point	pedal
peddler	peddle
peddling	peddle
peeler	peel
peeling	peel
peeling	peel off
peeper	peep
peeping tom	peep
pelter	pelt
pelting	pelt
penalisation	penalise
penalisation	penalize
penalization	penalise
penalization	penalize
penalty	penalise
penalty	penalize
penetration	penetrate
penetrator	penetrate
pension	pension off
pensionary	pension
pensionary	pension off
pensioner	pension
pensioner	pension off
peppercorn	pepper
peptisation	peptise
peptisation	peptize
peptization	peptise
peptization	peptize
perambulation	perambulate
perceiver	perceive
perception	perceive
percher	perch
perching bird	perch
percipient	perceive
percolation	percolate
percolator	percolate
percussion	percuss
percussor	percuss
peregrination	peregrinate
perennation	perennate
perennial	perennate
perfecter	perfect
perfection	perfect
perforation	perforate
performance	perform
performer	perform
performing	perform
performing artist	perform
perfumery	perfume
perfusion	perfuse
perjurer	perjure
perjury	perjure
permanent	perm
permanent wave	perm
permeation	permeate
permission	permit
permutation	permute
peroration	perorate
perpetration	perpetrate
perpetrator	perpetrate
perpetuation	perpetuate
persecution	persecute
persecutor	persecute
perseverance	perseverate
perseverance	persevere
perseverance	persist
perseveration	perseverate
perseveration	persevere
perseveration	persist
persistence	perseverate
persistence	persevere
persistence	persist
persistency	persevere
persistency	persist
person	personalise
person	personalize
person	personate
person	personify
persona	personify
personation	personate
personification	personate
personification	personify
perspiration	perspire
perspirer	perspire
persuader	persuade
persuasion	persuade
pertinence	pertain
pertinency	pertain
perturbation	perturb
perusal	peruse
perusing	peruse
pervaporation	pervaporate
pervasion	pervade
perversion	pervert
pest	pester
pesterer	pester
petitioner	petition
petrifaction	petrify
petrification	petrify
pettifogger	pettifog
pettifoggery	pettifog
phase angle	phase
philanderer	philander
philosophiser	philosophise
philosophiser	philosophize
philosophizer	philosophise
philosophizer	philosophize
philosophizing	philosophise
philosophizing	philosophize
philosophy	philosophise
philosophy	philosophize
phlebotomy	phlebotomise
phlebotomy	phlebotomize
phonation	phonate
phone	phonate
phone call	phone
phoner	phone
phosphorescence	phosphoresce
photo	photograph
photocopier	photocopy
photographer	photograph
photostat machine	photostat
phrasal idiom	phrase
phraseology	phrase
phrasing	phrase
pick	pick out
pickax	pick
pickaxe	pick
picker	pick
picker	pick out
picking	pick
pickings	pick
pick-me-up	pick up
pickup	pick up
picnicker	picnic
pictorial matter	picture
pictorial representation	picture
picturing	picture
pigeonholing	pigeonhole
pigmentation	pigment
pile	pile up
pilferage	pilfer
pilferer	pilfer
pillager	pillage
pillaging	pillage
pilotage	pilot
piloting	pilot
pincer	pinch
pink	pinkify
piper	pipe
piracy	pirate
pirate ship	pirate
pisser	piss
pissing	piss
pitcher	pitch
pitching	pitch
pitchman	pitch
pitch shot	pitch
placation	placate
place kick	place-kick
placekicker	place-kick
place-kicker	place-kick
place-kicking	place-kick
placement	place
plagiarisation	plagiarise
plagiarisation	plagiarize
plagiariser	plagiarise
plagiariser	plagiarize
plagiarism	plagiarise
plagiarism	plagiarize
plagiarist	plagiarise
plagiarist	plagiarize
plagiarization	plagiarise
plagiarization	plagiarize
plagiarizer	plagiarise
plagiarizer	plagiarize
plaiter	plait
planation	plane
planer	plane
planing machine	plane
plank	plank over
planking	plank
planking	plank over
planner	plan
planning	plan
planter	plant
planting	plant
plant life	plant
plasterer	plaster
plastering	plaster
plastering	plaster over
plaster of paris	plaster
plasterwork	plaster
plasticiser	plasticise
plasticiser	plasticize
plasticizer	plasticise
plasticizer	plasticize
plastination	plastinate
plater	plate
plating	plate
play	playact
playacting	play
playacting	playact
playactor	play
playactor	playact
play-actor	play
play-actor	playact
playback	play back
player	play
player	playact
playing	play
playing	playact
playing period	play
playoff	play off
plaything	play
plea bargain	plea-bargain
plea bargaining	plea-bargain
pleader	plead
pleading	plead
pleasance	please
pleaser	please
pleasing	please
pleasure	please
pleating	pleat
pledger	pledge
plication	plicate
plodder	plod
plodding	plod
plotter	plot
ploughing	plough
ploughman	plough
plower	plow
plowing	plow
plowman	plow
plugger	plug
plumage	plume
plumb bob	plumb
plumbing	plumb
plummet	plumb
plump	plummet
plunderage	plunder
plunderer	plunder
plundering	plunder
plunge	plunk
plunger	plunge
pluralisation	pluralise
pluralisation	pluralize
pluralization	pluralise
pluralization	pluralize
poacher	poach
poaching	poach
poet	poetise
poet	poetize
poetiser	poetise
poetiser	poetize
poetizer	poetise
poetizer	poetize
poetry	poetise
poetry	poetize
pointedness	point
pointer	point
poisoner	poison
poisoning	poison
poisonous substance	poison
poker	poke
polarisation	polarise
polarisation	polarize
polarization	polarise
polarization	polarize
poleax	poleaxe
poleaxe	poleax
polemic	polemicise
polemic	polemicize
polemic	polemise
polemic	polemize
police force	police
polish	polish up
polisher	polish
polishing	polish
pollard	poll
pollen	pollenate
pollen	pollinate
pollenation	pollenate
pollenation	pollinate
pollination	pollenate
pollination	pollinate
pollinator	pollenate
pollinator	pollinate
pollster	poll
poll taker	poll
pollutant	pollute
polluter	pollute
pollution	pollute
polymer	polymerise
polymer	polymerize
polymerisation	polymerise
polymerisation	polymerize
polymerization	polymerise
polymerization	polymerize
pomatum	pomade
ponderer	ponder
pontifex	pontificate
popularisation	popularise
popularisation	popularize
populariser	popularise
populariser	popularize
popularization	popularise
popularization	popularize
popularizer	popularise
popularizer	popularize
population	populate
portage	port
portent	portend
porter	port
porterage	porter
portion	portion out
portrait	portray
portraitist	portray
portrait painter	portray
portraiture	portray
portrayal	portray
portrayer	portray
portraying	portray
port wine	port
poser	pose
poseur	pose
position	posit
positioner	position
positioning	posit
positioning	position
possession	possess
possessor	possess
postage	post
postage stamp	post
postal service	post
poster	post
posting	post
postponement	postpone
postponer	postpone
postposition	postpose
postulation	postulate
postulator	postulate
potentiation	potentiate
potterer	potter
potterer	potter around
poundage	pound
poundage	pound up
pounder	pound
pounding	pound
pouter	pout
powder	powderise
powder	powderize
powderer	powder
practical application	practice
practice	practise
practice session	practice
practice session	practise
prancer	prance
prate	prattle
prater	prate
prater	prattle
prattle	prate
prattler	prate
prattler	prattle
prayer	pray
preacher	preach
preacher	preachify
preacher man	preach
preacher man	preachify
preachification	preachify
preaching	preach
preaching	preachify
preachment	preach
prearrangement	prearrange
precedence	precede
precedency	precede
precedent	precede
precession	precede
precipitant	precipitate
precipitation	precipitate
precipitator	precipitate
preclusion	preclude
preconceived idea	preconceive
preconceived notion	preconceive
preconceived opinion	preconceive
preconception	preconceive
predation	predate
predestination	predestinate
predestination	predestine
predestination	predetermine
predetermination	predestinate
predetermination	predestine
predetermination	predetermine
predication	predicate
predicator	predicate
prediction	predict
predictor	predict
predisposition	predispose
predominance	predominate
predomination	predominate
preemption	preempt
preemptor	preempt
preexistence	preexist
prefabrication	prefabricate
preference	prefer
preferment	prefer
prefiguration	prefigure
prefixation	prefix
preformation	preform
prehension	prehend
prejudgement	prejudge
prejudgment	prejudge
preliminary	prelude
premeditation	premeditate
premiere	premier
premise	premiss
premiss	premise
preoccupancy	preoccupy
preoccupation	preoccupy
preordination	preordain
prep	prepare
preparation	prepare
preparedness	prepare
prepayment	prepay
preponderance	preponderate
preposition	prepose
prepossession	prepossess
prescription	prescribe
presentation	present
presenter	present
presentment	present
preservation	preserve
preserver	preserve
preserves	preserve
president	preside
president of the united states	preside
press	press out
press	pressure
pressing	press
pressing	press out
pressure	press
pressure	pressurise
pressure	pressurize
pressure level	press
pressure level	pressurise
pressure level	pressurize
presumption	presume
presumptuousness	presume
presupposition	presuppose
pretence	pretend
pretender	pretend
pretending	pretend
pretense	pretend
pretension	pretend
pretermission	pretermit
prevalence	prevail
prevarication	prevaricate
prevaricator	prevaricate
prevention	prevent
prevision	previse
pricing	price
prick	prickle
pricker	prick
pricker	prickle
pricking	prick
pricking	prickle
prickle	prick
prickling	prick
prickling	prickle
primer	prime
primer coat	prime
priming	prime
priming coat	prime
primping	primp
printer	print
printing	print
printing machine	print
printing process	print
priority	prioritise
priority	prioritize
privatisation	privatise
privatisation	privatize
privatization	privatise
privatization	privatize
prize fight	prizefight
prizefighter	prizefight
probate will	probate
probation	probate
procedure	proceed
procedure	process
proceeding	proceed
proceedings	proceed
process	proceed
processing	process
procession	proceed
processor	process
proclamation	proclaim
procrastination	procrastinate
procrastinator	procrastinate
procreation	procreate
procural	procure
procurance	procure
procurement	procure
procurer	procure
prodding	prod
producer	produce
product	produce
production	produce
profanation	profane
professing	profess
profession	profess
professionalisation	professionalise
professionalisation	professionalize
professionalization	professionalise
professionalization	professionalize
profits	profit
prognosis	prognosticate
prognostic	prognosticate
prognostication	prognosticate
prognosticator	prognosticate
program	programme
